Song Name,Artist Name,Mood,Song Link,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms
The Last Goodbye,The Kills,Motivation,https://youtu.be/ARDRcL6-40Q?si=tf2eUznAwerEFdsu,54,0.79,0.625,0,-6.691,1,0.068,0.00127,0.000807,0.0786,0.773,128.975,318052
Beige,Yoke Lore,Motivation,https://youtu.be/DdQBlrJnQBE?si=wbmqWK3y-Zzet9Bi,54,0.695,0.62,8,-8.082,0,0.0521,0.0881,5.43E-05,0.111,0.62,150.032,194900
Set Fire to the Rain,Adele,Motivation,https://youtu.be/qOagQWjKpyM?si=KELlEXoU-70i86gf,95,0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,178147
Not About Angels,Birdy,Motivation,https://youtu.be/OcHqbUbythc?si=opG60TOqIiO8Oz6X,87,0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,242096
Rosyln,Bon Iver,Motivation,https://youtu.be/MZSCXE4CpCA?si=tEK3Ae1b4hDLezbM,95,0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,178147
Come & Get It,Selena Gomez,Motivation,https://youtu.be/sa7Oz_25DNk?si=XgouUuNITjztxlRA,54,0.79,0.625,0,-6.691,1,0.068,0.00127,0.000807,0.0786,0.773,128.975,318052
Boyfriend,Selena Gomez,Motivation,https://youtu.be/BUkat1R6AB4?si=IozAP7PMMKNlqEaj,79,0.669,0.629,1,-6.032,0,0.0657,0.0485,0,0.346,0.683,125.935,139729
Fetish,Selena Gomez,Motivation,https://youtu.be/5t7S-EWA_i0?si=x1g-biFQtKIUG28j,78,0.67,0.668,3,-4.306,0,0.0422,0.536,0,0.133,0.608,88.033,179053
papercuts,Machine Gun Kelly,Motivation,https://youtu.be/m8E4FrFp96A?si=0Y3qXKB7FulMUH7W,75,0.703,0.66,10,-5.119,0,0.123,0.137,0,0.192,0.79,95.031,198947
Just for me,PinkPantheress,Motivation,https://youtu.be/fi_satic-bE?si=eqOU6wBkx69OUdD_,73,0.664,0.642,6,-5.961,1,0.038,0.129,0,0.114,0.501,118.002,209693
Feelin' U,Kelli-Leigh,Motivation,https://youtu.be/kX1vAtYpFVk?si=w3R5ISOeolJnJUNr,69,0.773,0.699,1,-5.982,0,0.0958,0.488,3.60E-06,0.0814,0.513,104.941,180120
OUT WEST,JACKBOYS,Motivation,https://youtu.be/Z4reQmzuB4M?si=67EYRHBlZ-OiR1bM,0,0.878,0.64,0,-5.641,1,0.0591,0.142,0,0.0981,0.658,124.069,200524
Feel,FLETCHER,Motivation,https://youtu.be/-R8404GMWQM?si=qhcycR4P4TN3K6Ew,62,0.78,0.684,0,-5.758,1,0.0636,0.17,0,0.105,0.732,149.916,173467
We Own It,2 Chainz,Motivation,https://youtu.be/tYQ1Okyi3g4?si=XirXDXcBmkoExJWA,76,0.798,0.676,6,-5.041,1,0.0442,0.0902,0,0.0894,0.843,101.956,219947
Didn't I,OneRepublic,Motivation,https://youtu.be/3Z-c5cLxyO4?si=qH08UcWaSkJ-tDit,77,0.585,0.696,4,-5.6,0,0.0307,0.204,0,0.344,0.522,104.01,217640
don't say you love me,joan,Motivation,https://youtu.be/wb1hkpDCVB8?si=rHlm2ZqEFIaAZSMS,74,0.759,0.605,7,-7.737,1,0.0433,0.156,0,0.694,0.64,121.049,158900
the way that you see me,Powfu,Motivation,https://youtu.be/G9JWxkF-9fw?si=0HRUn1T5LUnwISDq,64,0.757,0.673,1,-8.513,1,0.141,0.095,0,0.338,0.574,92.958,185806
They Ain't You,Tyla Yaweh,Motivation,https://youtu.be/aFKW-cG4ijo?si=0YKISf4RuHCLr7FW,51,0.817,0.608,2,-8.45,1,0.273,0.0739,0,0.0977,0.611,119.986,157369
Apologize,Timbaland,Motivation,https://youtu.be/rF5oITEq43Q?si=dKAXCX0Z16fXzCe1,74,0.893,0.651,0,-8.647,0,0.367,0.0995,0,0.371,0.6,105.835,253580
LET IT GO,DJ Khaled,Motivation,https://youtu.be/ngQVUAkyOdo?si=p7SXoQj4BRryKN1Y,61,0.68,0.64,1,-6.691,0,0.0336,0.29,0.00593,0.124,0.738,105.981,322267
Down Below,Roddy Ricch,Motivation,https://youtu.be/gvuZD0OLl_8?si=sq0URa4Kvex2YkQx,61,0.68,0.64,1,-6.691,0,0.0336,0.29,0.00593,0.124,0.738,105.981,322267
Pehli Dafa,Atif Aslam,Motivation,https://youtu.be/lNtY1ce9DCY?si=J3uu-lNviEQWbuYW,48,0.569,0.667,2,-8.492,1,0.0408,0.747,0.762,0.275,0.645,87.372,201618
Need Your Love,Curtis Harding,Motivation,https://youtu.be/w44dlsnJ1no?si=fg5naKNFrbsyh0tx,61,0.68,0.64,1,-6.691,0,0.0336,0.29,0.00593,0.124,0.738,105.981,322267
Love & Hate,Michael Kiwanuka,Motivation,https://youtu.be/w44dlsnJ1no?si=fg5naKNFrbsyh0tx,61,0.68,0.64,1,-6.691,0,0.0336,0.29,0.00593,0.124,0.738,105.981,322267
The Woods,Hollow Coves,Motivation,https://youtu.be/2Q466ZPyNAo?si=9vTVlXlX0GdDIE2F,62,0.78,0.684,0,-5.758,1,0.0636,0.17,0,0.105,0.732,149.916,173467
King Kunta,Kendrick Lamar,Neutral,https://youtu.be/NcHCELtjD0o?si=q6MpQC_lL0YqM4Jg,76,0.884,0.657,6,-4.569,0,0.0977,0.00589,0,0.154,0.489,107.059,234693
Sau Aasmaan,Armaan Malik,Neutral,https://youtu.be/lBqwFPbftdY?si=90Ay77j1IH4lzMkt,59,0.657,0.582,1,-6.735,1,0.0646,0.113,0,0.182,0.574,82.023,200861
Stay High,Juice WRLD,Neutral,https://youtu.be/JdcZyxT959w?si=rWGSqlkledzx0j94,67,0.788,0.605,1,-5.586,1,0.0578,0.00899,0.00275,0.318,0.427,103.94,173973
Wake Me Up,Avicii,Neutral,https://youtu.be/5y_KJAg8bHI?si=jG6mgTHPjHnRz-6r,72,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03E-06,0.193,0.549,120.97,227833
Baila Conmigo,Selena Gomez,Neutral,https://youtu.be/eeSWYHtaeTo?si=euMhn6pa1EVJBsxD,0,0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85E-05,0.1,0.468,115.982,258004
Ohio US Championship 1967,Carlos Rafael Rivera,Neutral,https://youtu.be/ttfi3RAA1iY?si=6k01ZBRPTyLdChOy,50,0.472,0.612,0,-10.982,1,0.0424,0.448,0.823,0.41,0.499,92.998,109896
Goodbye To A World,Porter Robinson,Neutral,https://youtu.be/W2TE0DjdNqI?si=Xo1ggc308aRalJcM,0,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088
Hearts on Fire,ILLENIUM,Neutral,https://youtu.be/NauAmACgNSs?si=dbQHDPC33lBz9t8d,86,0.662,0.413,0,-7.357,1,0.0299,0.213,0,0.134,0.467,93.005,161385
The Bender,Matoma,Neutral,https://youtu.be/2yoEG36gyuQ?si=ytiw04rrVKHzLBq6,76,0.423,0.634,6,-5.877,0,0.0578,0.196,0,0.189,0.467,150.978,195840
Big Love,Louis The Child,Neutral,https://youtu.be/aML7JE1SHEA?si=EKePr1NmuVP6kDFM,85,0.595,0.784,1,-4.878,1,0.102,0.216,0,0.0608,0.479,124.111,183726
There's Nothing Holdin' Me Back,Shawn Mendes,Neutral,https://youtu.be/Bt6TmXqRCb4?si=y7w7dGDLx0-LkeFU,49,0.612,0.668,2,-7.524,1,0.0483,0.00437,0,0.164,0.485,103.037,229627
It's You,Ali Gatie,Neutral,https://youtu.be/PXGycbkbtW0?si=8D2wV69T1pQLTmw9,76,0.423,0.634,6,-5.877,0,0.0578,0.196,0,0.189,0.467,150.978,195840
So Am I,Ava Max,Neutral,https://youtu.be/H06GaGISVCo?si=zDpKpX_5MatycuBj,76,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545
Personal,HRVY,Neutral,https://youtu.be/t5m0gf3_qgY?si=SMe5_RFZT4Kx5_W4,73,0.503,0.741,4,-5.128,1,0.047,0.579,1.49E-06,0.0712,0.458,88.335,207030
Aaftaab,The Local Train,Neutral,https://youtu.be/U77d9912lrw?si=J73_fHF_6gLfb9xm,82,0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.425,180.051,189323
Chain My Heart,Topic,Neutral,https://youtu.be/roF064EzNsc?si=3b7H2QkvdtixQYTD,77,0.683,0.615,5,-5.737,1,0.0966,0.222,8.25E-06,0.154,0.45,77.014,188893
"Pavane, Op. 50",Gabriel FaurÃ©,Neutral,https://youtu.be/HQQFWtw4FIQ?si=c_8M-W_KF77u7Tz8,77,0.707,0.629,0,-4.581,0,0.0563,0.259,1.60E-05,0.138,0.457,122.863,212459
Scheherazade,Nikolai Rimsky-Korsakov,Neutral,https://youtu.be/PpKZ1-xCNhM?si=aqvirftrp0lu-NFq,73,0.503,0.741,4,-5.128,1,0.047,0.579,1.49E-06,0.0712,0.458,88.335,207030
Back To The Sky,Ã“lafur Arnalds,Neutral,https://youtu.be/5GIBRelGHpc?si=DQ9n3PHuwsPaPl2Q,80,0.63,0.633,4,-7.088,1,0.0457,0.00776,0,0.0541,0.452,93.995,172762
Strong,London Grammar,Neutral,https://youtu.be/QkRWTeH-AkI?si=CHNKlV2qsI8jDcMa,61,0.655,0.473,8,-9.806,1,0.0267,0.842,0.0323,0.167,0.572,92.962,211290
Tera Ghata,Gajendra Verma,Neutral,https://youtu.be/mEMHF5W4zlY?si=0PiOcRlAYEpRHa_i,0,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088
Yeh Zindagi Hai,The Local Train,Neutral,https://youtu.be/CBv2N7_I6sA?si=LY4ySKchDPUfhGz5,76,0.58,0.586,1,-6.883,1,0.0357,0.344,0,0.0755,0.507,147.988,199549
Dilnawaz,The Local Train,Neutral,https://youtu.be/VexJvUnjnR8?si=OBjc1-0JOB3xGZQd,85,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,247160
Locked Away,R. City,Neutral,https://youtu.be/Fdcw4Mby2RI?si=O--o-hqNnDltuhoq,80,0.63,0.633,4,-7.088,1,0.0457,0.00776,0,0.0541,0.452,93.995,172762
Sweet Harmony,LUNAX,Neutral,https://youtu.be/4mCw_ukTctw?si=vwnV1kiZUTTb6jr9,81,0.319,0.739,0,-5.74,1,0.272,0.0285,0,0.111,0.449,194.169,230227
You And Me,The Cranberries,Neutral,https://youtu.be/K3fvA6fBJU4?si=UL5TpHYy6PBdNmjm,65,0.885,0.543,2,-6.338,1,0.2,0.0311,0,0.154,0.43,99.026,195992
Met Him Last Night,Demi Lovato,Neutral,https://youtu.be/aY7os8Qms6w?si=taOMlCkvEyzHkuF-,62,0.62,0.64,4,-5.285,1,0.0334,0.0488,0,0.0647,0.445,90.032,172787
Lift Your Energy,Eden Prince,Neutral,https://youtu.be/39ZKuzbIE0I?si=0WwBKKfQcamZkNOO,61,0.703,0.628,0,-5.914,1,0.203,0.364,0,0.384,0.471,138.032,205217
S&M Remix,Rihanna,Neutral,https://youtu.be/Jcczg4ad0wA?si=qp8OTSNZKVBBot-m,78,0.7,0.613,11,-4.041,1,0.0408,0.385,0,0.0887,0.42,88.084,191250
Renegade,Big Red Machine,Neutral,https://youtu.be/h_wr-9X47ao?si=cwEr5BDRBeyGUwkl,54,0.251,0.536,8,-11.449,1,0.0438,0.217,0.88,0.111,0.428,84.457,99380
All My Friends,AJ Mitchell,Neutral,https://youtu.be/dVTp3nlXAvg?si=50qceo2GFPEmdvpc,85,0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,241688
Brush Fire,Gracie Abrams,Neutral,https://youtu.be/vecR8kqrZ2o?si=ArlFrmFsXqApG56O,48,0.489,0.739,8,-5.049,1,0.0397,0.0573,9.76E-06,0.105,0.472,125.003,257400
If I Could,Brynn Cartelli,Neutral,https://youtu.be/OvZPXt3MgrY?si=ipn52L2o7BNnNmdq,97,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,141806
When I Need You,CÃ©line Dion,Neutral,https://youtu.be/iMyF6MEMNIY?si=06W0Jk_HnjwPaHaD,97,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,141806
Won't Bite,Doja Cat,Neutral,https://youtu.be/LaPAfzuL6L4?si=YD-RcAr4wZ_Lf9ZO,97,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,141806
Heart Attack,Demi Lovato,Neutral,https://youtu.be/xMNz5QqHsF0?si=VDaii1xycIKyFGIA,97,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,141806
Back To U,SLANDER,Neutral,https://youtu.be/DWoO612DTpI?si=8IjLQ3l2OCith-35,0,0.722,0.588,6,-5.932,1,0.0544,0.0319,0,0.183,0.59,134.01,165507
I Don't Want You Back,AJ Mitchell,Neutral,https://youtu.be/ak-vTKdVOIs?si=fXjkvHR7bBIq8q_8,0,0.722,0.588,6,-5.932,1,0.0544,0.0319,0,0.183,0.59,134.01,165507
Human Spirit,Dolores O'Riordan,Neutral,https://youtu.be/Sxw3-fPSGdg?si=dAZMLdVmL6Gmblpg,69,0.836,0.51,1,-10.091,0,0.371,0.713,3.35E-05,0.101,0.56,151.499,162772
Pain - Remastered,Blackfield,Neutral,https://youtu.be/BNiaQqrbfv4?si=Yv5E69zYXEe-Ur0G,82,0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.425,180.051,189323
Everybody Dies In Their Nightmares,XXXTENTACION,Neutral,https://youtu.be/HdYmhf7cclI?si=9g23uW3tk9_Lo1z-,91,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,198082
We're Good,Dua Lipa,Neutral,https://youtu.be/VwDTp0QTyY0?si=SY_jXtRqbvxsLRqh,76,0.783,0.435,7,-7.78,1,0.0588,0.282,0,0.0833,0.512,106.974,210220
Someone You Like,The Girl and The Dreamcatcher,Neutral,https://youtu.be/vJKnksy99RE?si=TjIgPRPukvDWhCBD,73,0.667,0.613,1,-5.353,1,0.0344,0.403,0,0.115,0.47,91.024,194453
Hold On To Me,Lauren Daigle,Neutral,https://youtu.be/qBl2rPMP49Q?si=h_fJ1YpB2-pKuHAJ,88,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161
Pal Behta Jaaye,Vismay Patel,Neutral,https://youtu.be/XLWyBlaCo7s?si=nJM0GID4FXACbZrC,80,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68E-06,0.112,0.446,107.993,242974
Tohfa,Vayu,Neutral,https://youtu.be/vQ4RGumTak0?si=yTsDkPsLK_sad0WM,81,0.53,0.593,5,-7.286,1,0.0545,0.385,0,0.314,0.538,125.723,158537
Friendly Neighborhood Poltergeist,Rory Webley,Neutral,https://youtu.be/bdkQjzYBTQo?si=Z0MoQBB44f3riTqG,86,0.662,0.413,0,-7.357,1,0.0299,0.213,0,0.134,0.467,93.005,161385
Sad Song,We The Kings,Neutral,https://youtu.be/dNDiJZ1bvZ4?si=LQ5VaffcnXpfOcBT,0,0.811,0.507,5,-7.161,0,0.117,0.0146,2.14E-06,0.342,0.438,111.016,200680
Little Do You Know,Alex & Sierra,Neutral,https://youtu.be/O4zyPTo925A?si=IG3jFYWZhwAIr4to,81,0.53,0.593,5,-7.286,1,0.0545,0.385,0,0.314,0.538,125.723,158537
the words,Christina Perri,Neutral,https://youtu.be/vzAoOpWI9Z8?si=6ewhnZE4o2tRxRIk,97,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,141806
Little Talks,Of Monsters and Men,Neutral,https://youtu.be/ghb6eDopW8I?si=Sgr0yXWflE0WCPNH,90,0.761,0.525,11,-6.9,1,0.0944,0.44,6.70E-06,0.0921,0.531,80.87,238805
Dandelion,Gabbie Hanna,Neutral,https://youtu.be/XmTQqBKpG9I?si=K94z1e5SD8SUsIiW,76,0.783,0.435,7,-7.78,1,0.0588,0.282,0,0.0833,0.512,106.974,210220
do re mi,blackbear,Neutral,https://youtu.be/dfzlUHOFQ5k?si=3yBFkZAjBmCDn1Rc,97,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,141806
I Can't Get Enough,benny blanco,Neutral,https://youtu.be/kkKvz9wmwWs?si=QmCNA_59I0Yk7IYq,86,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606
Love Will Remember,Selena Gomez,Neutral,https://youtu.be/1WmdmgVCY9o?si=IZBMECCU9B0_MRiz,82,0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.425,180.051,189323
Hands To Myself,Selena Gomez,Neutral,https://youtu.be/cVudsqudEWg?si=08LXXN11BT7TILvJ,73,0.503,0.741,4,-5.128,1,0.047,0.579,1.49E-06,0.0712,0.458,88.335,207030
Don't Go Yet,Camila Cabello,Neutral,https://youtu.be/4cujO3AL_6w?si=C3WK4Wtn85J72nKz,80,0.63,0.633,4,-7.088,1,0.0457,0.00776,0,0.0541,0.452,93.995,172762
Shekhar Ravjiani's Hanuman Chalisa,Shekhar Ravjiani,Neutral,https://youtu.be/sX2bYV6nSy4?si=G1VCrMban4XN32ZY,81,0.53,0.593,5,-7.286,1,0.0545,0.385,0,0.314,0.538,125.723,158537
Dirty Dancer,Enrique Iglesias,Neutral,https://youtu.be/gBgT76Fvvzs?si=ylBjM8fTVGPW111V,86,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606
WOW,Matoma,Neutral,https://youtu.be/NA4uIFbVCPM?si=cp12RZIkJ-NOEUIg,86,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606
Scared to Be Lonely,Martin Garrix,Neutral,https://youtu.be/v3GvWkhsvUs?si=bfX5WOMI-TWWJLqb,85,0.718,0.422,4,-9.115,0,0.0621,0.0764,0,0.17,0.455,144.678,207027
Stitches,Shawn Mendes,Neutral,https://youtu.be/EByFZdw4wEA?si=szRYQZyv93nBcvwX,82,0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.425,180.051,189323
Legends,Juice WRLD,Neutral,https://youtu.be/_o2pZbw05Dk?si=ct8MB3qx9_UL8l4m,91,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,198082
Psycho,Post Malone,Neutral,https://youtu.be/uhx8NjSsdY0?si=L6BBUDna2XPtGl63,80,0.63,0.633,4,-7.088,1,0.0457,0.00776,0,0.0541,0.452,93.995,172762
Dancing With Your Ghost,Sasha Alex Sloan,Neutral,https://youtu.be/Qzc_aX8c8g4?si=AgrqdZAWBpXL3uec,0,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088
Walked Through Hell,Anson Seabra,Neutral,https://youtu.be/feNkdTNaeDk?si=N7IuKz89w8ujTzFu,81,0.689,0.694,6,-5.83,0,0.027,0.257,0,0.148,0.482,99.039,213307
Toxic,AP Dhillon,Neutral,https://youtu.be/2iNEaBCqqxY?si=3WtlMavYb6pWG6E0,61,0.703,0.628,0,-5.914,1,0.203,0.364,0,0.384,0.471,138.032,205217
Space Bound,Eminem,Neutral,https://youtu.be/JByDbPn6A1o?si=jHDimQRPLuBpDuxL,81,0.654,0.63,10,-4.644,1,0.0259,0.153,0,0.111,0.43,89.991,167693
Purple Lamborghini,Skrillex,Neutral,https://youtu.be/L_5LKC_XCaM?si=luTD2YSMz_s23_b3,81,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,201661
Hurts Sometimes,SLANDER,Neutral,https://youtu.be/R8hgEnKHXVg?si=p389ezO3lBQqiMWr,83,0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,184732
Violent,carolesdaughter,Neutral,https://youtu.be/juGCAI7nJpo?si=uAw2ciF0sK0QLELE,77,0.745,0.5,8,-6.184,1,0.135,0.439,0,0.0943,0.433,76.968,168685
Me and You,Cold Hart,Neutral,https://youtu.be/uCGLgGvyPFM?si=0RoXstR2jd2zJnkH,97,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,141806
Old Friends,Scott Helman,Neutral,https://youtu.be/5M_wP0kP1Cw?si=qBCofwvcaCCipmX9,79,0.8,0.56,5,-4.818,0,0.261,0.057,0,0.134,0.45,163.071,200221
Lose You To Love Me,Selena Gomez,Neutral,https://youtu.be/ztNly19PKpw?si=C-qXztczrvZAYu3T,0,0.392,0.579,7,-9.195,1,0.164,0.835,0.00179,0.145,0.549,80.961,214707
Post Malone,Sam Feldt,Neutral,https://youtu.be/FYEb_jTBQug?si=CTccmNdBqxmeUfHX,81,0.53,0.593,5,-7.286,1,0.0545,0.385,0,0.314,0.538,125.723,158537
Million Ways,HRVY,Neutral,https://youtu.be/xI_jYS-1hTI?si=lFt1Hl-TyaBXbe1E,0,0.392,0.579,7,-9.195,1,0.164,0.835,0.00179,0.145,0.549,80.961,214707
XO Tour Llif3,Lil Uzi Vert,Neutral,https://youtu.be/VcyFfcJbyeM?si=VyHHVc0eyUnzYbO2,86,0.662,0.413,0,-7.357,1,0.0299,0.213,0,0.134,0.467,93.005,161385
No I in Team,Arizona Zervas,Neutral,https://youtu.be/3TQuaQpf4mE?si=ZaiSgFGc8pjr1ii-,81,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,180522
Try,P!nk,Neutral,https://youtu.be/HOPmE1I46mk?si=CgtQCoISxsLDVspx,80,0.75,0.56,8,-8.094,1,0.105,0.546,0,0.111,0.459,140.06,221440
Because of You,Kelly Clarkson,Neutral,https://youtu.be/kZCXwe90v28?si=IswU2205oGmXYIVQ,81,0.53,0.593,5,-7.286,1,0.0545,0.385,0,0.314,0.538,125.723,158537
Say It Right,Nelly Furtado,Neutral,https://youtu.be/w4SwtMaAYak?si=I0Gw-BHCgpgp_CU0,51,0.549,0.546,0,-6.61,0,0.0728,0.334,0.000536,0.0694,0.475,176.024,194640
Torn,Natalie Imbruglia,Neutral,https://youtu.be/fQuC32gH8Rw?si=Pm6gf_gsBMKCZteP,81,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13E-06,0.113,0.584,115.884,190779
Life Is Good,Future,Neutral,https://youtu.be/ZBOoVj6IW3s?si=VmppdXvi-6U4gusU,71,0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,341055
Turks,NAV,Neutral,https://youtu.be/UdVBst3sZOo?si=9kFmRHSc9wkeHAjy,61,0.655,0.473,8,-9.806,1,0.0267,0.842,0.0323,0.167,0.572,92.962,211290
I DID IT,DJ Khaled,Neutral,https://youtu.be/cg9K_CcV7bs?si=I0jB4J3ttMKaQfjr,81,0.53,0.593,5,-7.286,1,0.0545,0.385,0,0.314,0.538,125.723,158537
Sorry,Matt Haughey,Neutral,https://youtu.be/PcRcQ_yNER0?si=b3n9LGBKOKZKcsF-,45,0.422,0.503,0,-9.074,1,0.0663,0.612,0.00078,0.335,0.476,157.555,180200
Dil Haare,Ankur Tewari,Neutral,https://youtu.be/IEF6mw7eK4s?si=Do7e7ar9Qpo-2YDP,81,0.53,0.593,5,-7.286,1,0.0545,0.385,0,0.314,0.538,125.723,158537
In My Bed,Rotimi,Neutral,https://youtu.be/kMVqXKkvFFw?si=_9BBHiv7nFFexh9-,67,0.278,0.494,7,-7.853,0,0.029,0.157,0.000407,0.173,0.527,169.661,427093
Cruel World,Phantogram,Neutral,https://youtu.be/pmb1dDB2tak?si=HXjMKSrZjDevCnJy,67,0.278,0.494,7,-7.853,0,0.029,0.157,0.000407,0.173,0.527,169.661,427093
Blinded,Emmit Fenn,Neutral,https://youtu.be/3UdbsqCd6RU?si=cGiOD-MdOP13yuVv,67,0.788,0.605,1,-5.586,1,0.0578,0.00899,0.00275,0.318,0.427,103.94,173973
Fire,Barns Courtney,Neutral,https://youtu.be/hLEoictM8p4?si=qJ1RFqYIZfgQs5lu,86,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606
Want It Kept,Many Voices Speak,Neutral,https://youtu.be/wL0BFAop11E?si=lDk1BGgqZq2HJy1c,0,0.568,0.788,5,-6.28,1,0.0377,0.0101,0,0.141,0.46,104.959,183070
Playing Girev II,Carlos Rafael Rivera,Nostalgic,https://youtu.be/-p8jgLU6PBw?si=3mOMZc8v1EEhF0MX,64,0.736,0.308,11,-11.543,1,0.0421,0.492,0.00248,0.179,0.439,132.767,175135
Borgov I,Carlos Rafael Rivera,Nostalgic,https://youtu.be/UC_FOwReDBg?si=54z1EkVTtvfL8-SR,64,0.736,0.308,11,-11.543,1,0.0421,0.492,0.00248,0.179,0.439,132.767,175135
Beth Alone,Carlos Rafael Rivera,Nostalgic,https://youtu.be/XIimH4Y11MY?si=D989p5Ea7r-xWCmr,64,0.736,0.308,11,-11.543,1,0.0421,0.492,0.00248,0.179,0.439,132.767,175135
Bright Eyes,Art Garfunkel,Nostalgic,https://youtu.be/rei_F_LW5Ik?si=6uTA7TXKeiLn3Cty,64,0.736,0.308,11,-11.543,1,0.0421,0.492,0.00248,0.179,0.439,132.767,175135
Mishri,Anuv Jain,Party,https://youtu.be/jFQK8gQqUXc?si=Lc6j46ofNEb9geX3,79,0.748,0.734,0,-6.499,1,0.124,0.524,1.15E-05,0.0975,0.368,97.753,80081
Tell Me U Luv Me,Juice WRLD,Party,https://youtu.be/8Zj_ZVJzT2c?si=AEKPXlZY_KUecSzh,0,0.705,0.776,4,-6.096,1,0.0445,0.0643,2.81E-06,0.0246,0.366,116.011,185304
I Should Quit,JESSIA,Party,https://youtu.be/ES8QSWIW8vw?si=txbgt9t17TPs1Ck2,76,0.737,0.747,10,-4.818,1,0.0323,0.269,0,0.219,0.447,105.943,192453
Way Back Home,SHAUN,Party,https://youtu.be/1kehqCLudyg?si=S9q9ytQFp5-evfz3,76,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739
Rather Be,Clean Bandit,Party,https://youtu.be/WgxGftJ_OxE?si=Cr0r-e3kNvzO4PYh,76,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739
Shut The World Out,Kasbo,Party,https://youtu.be/Lle-V28P9D8?si=OKe06IUavK-90A5j,69,0.898,0.759,7,-4.942,1,0.114,0.227,0.00102,0.104,0.24,127.966,180152
UCLA,RL Grime,Party,https://youtu.be/vYU8Zf1Sv7A?si=p4JT0KXdHL4UU0E8,77,0.727,0.832,9,-4.327,0,0.0366,0.181,0,0.0615,0.213,127.035,177856
Summer Air,Hardwell,Party,https://youtu.be/WhtPSYo_0fo?si=j9fm8nm-3jrj0NPW,76,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739
That Girl,Olly Murs,Party,https://youtu.be/3q2IXr6fjh0?si=Y3V6v10eG2InHF0i,87,0.742,0.882,7,-2.862,1,0.117,0.0466,0,0.206,0.463,102.04,221176
Even When/The Best,Olivia Rodrigo,Party,https://youtu.be/O1T4Yl4c5NI?si=_E2MhFbX8kf1NPSF,69,0.898,0.759,7,-4.942,1,0.114,0.227,0.00102,0.104,0.24,127.966,180152
The Final Game,Carlos Rafael Rivera,Party,https://youtu.be/WGEWYFuOcQw?si=hDnbr6VwIm_PKE-h,77,0.727,0.832,9,-4.327,0,0.0366,0.181,0,0.0615,0.213,127.035,177856
